"DisNo.","Historic","Classification Key","Disaster Group","Disaster Subgroup","Disaster Type","Disaster Subtype","","Event Name","ISO","Country","Subregion","Region","Location","Origin","Associated Types","OFDA/BHA Response","Appeal","Declaration","AID Contribution ('000 US$)","Magnitude","Magnitude Scale","Latitude","Longitude","River Basin","Start Year","Start Month","Start Day","End Year","End Month","End Day","Total Deaths","No. Injured","No. Affected","No. Homeless","Total Affected","Total Damage ('000 US$)","Total Damage, Adjusted ('000 US$)","Entry Date","Last Update"
"2006-0362-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Bilis","PHL","Philippines","South-eastern Asia","Asia","Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) provinces","","Flood|Slide (land, mud, snow, rock)","No","No","No","","120","Kph","24","112.11","","2006","7","11","2006","7","17","37","","51680","","51680","3000","4534","2007-01-06","2023-09-25"
"2006-0362-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Bilis","VNM","Viet Nam","South-eastern Asia","Asia","Bac Kan, Lang Son, Vinh Phuc, Cao Bang, Thai Nguyen, Ha Giang provinces","","Flood|Slide (land, mud, snow, rock)","No","No","No","","","Kph","24","112.11","Lo","2006","7","11","2006","7","19","17","","","2000","2000","","","2007-01-06","2023-09-25"
"2006-0366-VNM","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","VNM","Viet Nam","South-eastern Asia","Asia","Bac Me district (Ha Giang province)","Heavy rain","","No","No","No","","560","Km2","","","Lo","2006","7","9","2006","7","11","4","100","","","100","1000","1511","2006-07-18","2023-09-25"
"2006-0368-KHM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","KHM","Cambodia","South-eastern Asia","Asia","Koh Kong province","Monsoonal rain","","No","No","No","","11610","Km2","11.43","103.53","","2006","7","6","2006","7","7","","","5000","","5000","","","2007-01-06","2023-09-25"
"2006-0372-IDN","No","nat-geo-ear-tsu","Natural","Geophysical","Earthquake","Tsunami","","","IDN","Indonesia","South-eastern Asia","Asia","Tasikmalaya, Kota Tasikmalaya, Ciamis, Sukabumi, kota Sukabumi, Garut districts (Jawa Barat province), Cilacap, Kebumen, Banyumas districts (Jawa Tengah province), Gunungkidul, Bantul district (Daerah Istimewa Yogyakarta province)","Earthquake","","Yes","No","No","3817","7.7","Moment Magnitude","-9.284","107.419","","2006","7","17","2006","7","17","802","543","35000","","35543","55000","83131","2011-07-28","2023-09-25"
"2006-0388-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Kaemi","PHL","Philippines","South-eastern Asia","Asia","Region III (Central Luzon) province","","Rain","No","No","No","","","Kph","26.39","117.39","","2006","7","24","2006","7","28","4","","200355","","200355","471","712","2007-01-06","2023-09-25"
"2006-0410-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Prapiroon","PHL","Philippines","South-eastern Asia","Asia","Quirino district (Region II (Cagayan Valley) province)","","","No","No","No","","","Kph","21.11","110.11","","2006","8","2","2006","8","6","6","","15000","","15000","135000","204050","2007-01-06","2023-09-25"
"2006-0415-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Henry","PHL","Philippines","South-eastern Asia","Asia","Tarlac, Zambales, Nueva Ecija districts (Region III (Central Luzon) provinces)","","Rain","No","No","No","","","Kph","15.86","120.74","","2006","6","30","2006","8","2","8","","476027","","476027","645","975","2008-03-29","2023-09-25"
"2006-0429-VNM","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","VNM","Viet Nam","South-eastern Asia","Asia","Bac Kan, Vinh Phuc, Lang Son provinces","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2006","7","18","2006","7","18","12","","","2000","2000","","","2006-08-10","2023-09-25"
"2006-0439-PHL","No","nat-hyd-mmw-ava","Natural","Hydrological","Mass movement (wet)","Avalanche (wet)","","","PHL","Philippines","South-eastern Asia","Asia","Kapatagan area (Lanao Del Norte district, Region X (Northern Mindanao) province), Pagadian area (Zamboanga Del Sur district, Rgion IX (Zamboanga Peninsula) province)","Heavy rains","","No","No","No","","","","","","","2006","8","13","2006","8","13","6","","1200","","1200","","","2006-08-14","2023-09-25"
"2006-0446-VNM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","VNM","Viet Nam","South-eastern Asia","Asia","Binh Thuan, Nghe An, Quang Binh, Quang Tri, Dak Lak, Dong Nai, Lam Dong, Cao Bang, Ha Tinh, Thua Thien Hue, Dak Lak, Dak Nong, Yen Bai, Thanh Hoa, Phu Tho provinces","Heavy rain","Slide (land, mud, snow, rock)","No","No","No","","119500","Km2","17.76","106.15","Dong Nai River","2006","8","12","2006","8","30","42","20","50000","","50020","8000","12092","2007-03-09","2023-09-25"
"2006-0448-PHL","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)","","","PHL","Philippines","South-eastern Asia","Asia","Anonan village (Misamis Occidental district, Region X province), Upper Koronel village (Davao Oriental district, Region XI province), Kapatagan area (Lanao Del Norte district, Region X province)","","Slide (land, mud, snow, rock)","No","No","No","","","Km2","","","","2006","8","","2006","8","","26","","15000","","15000","","","2006-08-17","2023-09-25"
"2006-0450-PHL","No","nat-geo-vol-ash","Natural","Geophysical","Volcanic activity","Ash fall","","Mt. Mayon","PHL","Philippines","South-eastern Asia","Asia","Sto Domingo, Daraga, Camalig, Ligao, Legazpi City, Tabaco, Malilipot, Guinobatan areas (Albay district, Region V (Bicol region) province)","","","No","No","No","120","","","13.257","123.685","","2006","8","13","2006","8","13","","","43849","","43849","","","2014-07-28","2023-09-25"
"2006-0451-KHM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","KHM","Cambodia","South-eastern Asia","Asia","Kampong Seila district (Koh Kong province), Phnom Penh, Kampong Speu, Kampot, Ratanak Kiri, Mondul Kiri provinces","Monsoonal rain","Rain","No","No","No","","55860","Km2","11.06","104.68","Mokong, Tonle Sap, Steung Samrong","2006","8","10","2006","11","1","5","","33000","","33000","","","2007-01-07","2023-09-25"
"2006-0451-VNM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","VNM","Viet Nam","South-eastern Asia","Asia","An Giang, Dong Thap provinces","Monsoonal rain","","No","No","No","","","Km2","11.06","104.68","","2006","8","10","2006","11","1","60","","","","","","","2007-01-07","2023-09-25"
"2006-0471-IDN","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire","","","IDN","Indonesia","South-eastern Asia","Asia","Muarojambi, Tanjungjabung Timur districts (Jambi province), Ogan Komering Ilir, Banyuasin, Musibanyuasin districts (Sumatera Selatan province), Ketapang district (Kalimantan Barat province), Kotawaringin Timur, Kotawaringin Barat, Pulangpisau, Seruyan, Sukamara districts (Kalimantan Tengah province), Banjar, Hulusungai Selatan districts (Kalimantan Selatan province)","","","No","No","No","","","Km2","","","","2006","8","","2006","8","","","200","","","200","14000","21161","2006-11-26","2023-09-25"
"2006-0517-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Xangsane (Milenyo)","PHL","Philippines","South-eastern Asia","Asia","Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas) provinces","","Flood|Slide (land, mud, snow, rock)","No","No","Yes","","160","Kph","16.68","107.21","","2006","9","27","2006","10","6","228","406","3842000","","3842406","113000","170797","2007-02-15","2023-09-25"
"2006-0517-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Xangsane (Milenyo)","VNM","Viet Nam","South-eastern Asia","Asia","Ha Tinh, Thua Thien - Hue, Da Nang City, Quang Nam, Quang Ngai provinces","","","No","No","No","","148","Kph","16.68","107.21","","2006","9","27","2006","10","6","71","525","1368720","98680","1467925","624000","943163","2007-01-07","2023-09-25"
"2006-0530-THA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","THA","Thailand","South-eastern Asia","Asia","Chiang Rai, Chiang Mai, Mae Hong Son, Lamphun, Lampang, Phrae, Phayao, Uttaradit, Phetchabun, Phitsanulok, Sukhothai, Tak, Kampaeng Phet, Nakhon Sawan, Uthai Thani, Phichit, Chainat, Singburi, Ang Thong, Phra Nakhon Si Ayudhya, Lopburi, Saraburi, Pathum Thani, Nonthaburi, Nakhon Nayok, Chachoengsao, Phachinburi, Chonburi, Chanthaburi, Chaiyaphum, Khon Kaen, Surat Thani, Nakhon Si Thammarat, Phangnga provinces","Monsoonal rain","Slide (land, mud, snow, rock)","No","No","No","","175800","Km2","18.76","100.02","Yom, Nan, Mae Rim, Wang, Doi Suthep, Noi, Chao Praya, Pa Sak, Lop Buri, Pran Buri","2006","8","20","2006","12","13","164","","2212413","","2212413","9940","15024","2007-01-07","2023-09-25"
"2006-0544-MMR","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","MMR","Myanmar","South-eastern Asia","Asia","Mandalay province","Monsoonal rain","","No","No","No","","188000","Km2","19.91","95.45","Irrawaddy, Sittang, Chindwin, Mu","2006","9","15","2006","10","19","25","","10000","","10000","","","2007-01-07","2023-09-25"
"2006-0563-PHL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","PHL","Philippines","South-eastern Asia","Asia","Pasonanca, Tugbungan, Tumaga, Putik, Guiwan, Baliwasan, San Jose Gusu, Tetuan areas (Zamboanga Del Sur district, Region IX province)","Heavy rains","","No","No","No","","","Km2","","","","2006","10","4","2006","10","8","3","","4250","","4250","399","603","2006-10-22","2023-09-25"
"2006-0600-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Cimaron (Paeng)","PHL","Philippines","South-eastern Asia","Asia","Cagayan, Quirino, Isabela, Nueva Vizcaya districts (Region II (Cagayan Valley) province), Benguet, Kalinga districts (Cordillera Administrative region (CAR) province), Aurora district (Region III (Central Luzon) province), La Union district (Region I (Ilocos region) province)","","Flood|Slide (land, mud, snow, rock)","No","No","No","","230","Kph","17.02","121.82","","2006","10","30","2006","11","1","34","58","282963","","283021","9077","13720","2007-03-15","2023-09-25"
"2006-0605-PHL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","PHL","Philippines","South-eastern Asia","Asia","Davao del Norte district (Region XI province)","Heavy rain","Broken Dam/Burst bank","No","No","No","","3680","Km2","7.61","125.83","","2006","10","21","2006","10","27","2","","40000","","40000","763","1153","2007-01-07","2023-09-25"
"2006-0610-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Queenie (Chebi)","PHL","Philippines","South-eastern Asia","Asia","Isabela district (Region II (Cagayan Valley) province), Aurora, Nueva Ecija districts (Region III (Central Luzon) province)","","Slide (land, mud, snow, rock)","No","No","No","","130","Kph","","","","2006","11","13","2006","11","13","6","10","21250","","21260","","","2006-11-29","2023-09-25"
"2006-0648-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Durian (Reming)","PHL","Philippines","South-eastern Asia","Asia","Albay, Catanduanes, Camarines Norte, Camarines Sur, Sorsogon districts (Region V (Bicol region) province), Mindoro Occidental, Mindoro Oriental, Marinduque districts (Region IV (Southern Tagalog) province), Batangas, Laguna districts (Region IV-A (Calabarzon) province)","","Flood|Slide (land, mud, snow, rock)","Yes","No","Yes","14414","195","Kph","10.33","106.74","","2006","11","30","2006","12","8","1399","2143","2560374","","2562517","66400","100362","2007-01-07","2023-09-25"
"2006-0648-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Durian (Reming)","VNM","Viet Nam","South-eastern Asia","Asia","Ba Ria-Vung Tau, Ben Tre, Binh Thuan, Vinh Long, Tien Giang, Khanh Hao, An Giang, Tra Vinh, Long An, Dong Thap, Ho Chi Ming City, Can Tho City provinces","","Flood","No","No","No","467","","Kph","10.33","106.74","","2006","11","30","2006","12","8","95","1360","975000","250000","1226360","456000","689235","2007-01-07","2023-09-25"
"2006-0659-VNM","No","nat-met-sto-hai","Natural","Meteorological","Storm","Hail","","","VNM","Viet Nam","South-eastern Asia","Asia","Quang Ninh province","","Hail","No","No","No","","","Kph","","","","2006","11","20","2006","11","20","13","","","","","10000","15115","2006-12-04","2023-09-25"
"2006-0667-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone","","Utor (Seniang)","PHL","Philippines","South-eastern Asia","Asia","Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces","","","No","No","No","","150","Kph","","","","2006","12","11","2006","12","11","42","42","327500","","327542","","","2006-12-15","2023-09-25"
"2006-0668-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","","","IDN","Indonesia","South-eastern Asia","Asia","Solok district (Sumatera Barat province)","Heavy rains","","No","No","No","","","","","","","2006","12","15","2006","12","15","17","","","","","","","2007-01-08","2023-09-25"
"2006-0678-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Muara Sipongi area (Mandailingnatal district, Sumatera Utara province)","","Slide (land, mud, snow, rock)","No","No","No","","5.8","Moment Magnitude","0.626","99.859","","2006","12","17","2006","12","17","8","200","1000","","1200","","","2008-05-08","2023-09-25"
"2006-0680-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","IDN","Indonesia","South-eastern Asia","Asia","Aceh Barat, Aceh Tamiang, Aceh Timur, Aceh Utara, Bener Meriah, Bireuen, Gayolues, Kota Lhokseumawe districts (Nangroe Aceh Darussalam province), Langkat, Mandailingnatal, Tapanuli Selatan districts (Sumatera Utara province), Rokanhilir, Indragiri Hulu districts (Riau province)","Monsoonal rain","Broken Dam/Burst bank|Slide (land, mud, snow, rock)","Yes","No","No","4984","","Km2","","","","2006","12","22","2007","1","4","236","","618486","","618486","","","2007-01-02","2023-09-25"
"2006-0680-MYS","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","","","MYS","Malaysia","South-eastern Asia","Asia","Melaka, Negeri Sembilan, Pahang, Johor provinces","Monsoonal rain","Slide (land, mud, snow, rock)","No","No","No","","18300","Km2","1.87","103.22","","2006","12","19","2006","12","20","6","","100000","","100000","22000","33253","2007-02-20","2023-09-25"
"2006-0702-PHL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","","","PHL","Philippines","South-eastern Asia","Asia","Kapalong area (Davao del Norte district, Region XI province), Tago area (Surigao del Sur district, Region XIII province), Sta. Josefa area (Agusan del Sur district, Region XIII province), Mondragon, Catarman, Pambujan, San Roque, Catubig, Silvino Lobos areas (Northern Samar district, Region VIII province)","Incessant rains","Slide (land, mud, snow, rock)","No","No","Yes","","1410","Km2","12.44","124.77","Catarman, Lawugan, Subangdaku","2006","12","27","2006","12","29","","","415618","","415618","3395","5131","2007-01-21","2023-09-25"
"2006-0705-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement","","","IDN","Indonesia","South-eastern Asia","Asia","Bima district (Nusatenggara Barat province)","","","No","No","No","","6.3","Moment Magnitude","-8.261","118.753","","2006","12","1","2006","12","1","1","14","","100","114","","","2007-01-03","2023-09-25"
